Shakespeare,1
Robert,1
Justine,1
John,1
Montanvert,1
Muhammad,1
Child,1
Kirwin,1
Henry,1
Ernest,2
Adam,2
Werter,3
Walton,4
Frankenstein,4
Jura,5
William,25
Elizabeth,39
