chapterno,score,words
174,5.852539682539684,"[('kissed', 7.84), ('splendidly', 7.86), ('victorious', 7.98), ('joy', 8.16), ('laugh', 8.22)]"
175,5.114024390243903,"[('fondly', 7.53), ('great', 7.88), ('friends', 7.92), ('smile', 8.1), ('love', 8.42)]"
176,5.721914062500002,"[('smile', 8.1), ('won', 8.1), ('joy', 8.16), ('excellent', 8.18), ('laughed', 8.26)]"
177,4.7873170731707315,"[('death', 1.54), ('funeral', 2.1), ('hated', 2.14), ('attack', 2.42), ('lying', 2.58)]"
178,4.202068965517243,"[('cry', 1.84), ('tragedy', 2.06), ('pain', 2.1), ('cried', 2.2), ('suffered', 2.24)]"
179,5.141666666666669,"[('laughs', 8.18), ('laughing', 8.2), ('laugh', 8.22), ('love', 8.42), ('happiness', 8.44)]"
180,5.322999999999999,"[('mother', 7.68), ('splendid', 7.86), ('great', 7.88), ('laughing', 8.2), ('laughter', 8.5)]"
181,5.498666666666668,"[('respectful', 7.34), ('grandfather', 7.38), ('pleasing', 7.4), ('joy', 8.16), ('excellence', 8.18)]"
182,4.923518518518517,"[('fatal', 1.8), ('destitution', 1.98), ('unhappiness', 2.12), ('angry', 2.32), ('stolen', 2.5)]"
183,4.635483870967743,"[('death', 1.54), ('failed', 1.84), ('bankruptcy', 2.06), ('worst', 2.1), ('dying', 2.1)]"
184,5.4729824561403495,"[('loved', 7.96), ('rich', 7.98), ('joy', 8.16), ('happy', 8.3), ('love', 8.42)]"
185,5.986700000000002,"[('loving', 7.96), ('enjoyed', 8.02), ('pleasures', 8.08), ('love', 8.42), ('happiness', 8.44)]"
186,5.604090909090908,"[('dreams', 7.44), ('opportunities', 7.46), ('party', 7.58), ('music', 8.02), ('pleasure', 8.08)]"
187,5.325625,"[('sing', 7.44), ('sweet', 7.64), ('profiting', 7.66), ('sweetest', 7.92), ('love', 8.42)]"
188,6.015090909090911,"[('family', 7.72), ('friendships', 7.96), ('smile', 8.1), ('excellent', 8.18), ('laughing', 8.2)]"
189,6.067499999999998,"[('sky', 7.76), ('wonderful', 7.76), ('smiles', 7.76), ('beautiful', 7.92), ('rich', 7.98)]"
190,5.6675,"[('hearts', 7.26), ('passion', 7.3), ('adorable', 7.32), ('angels', 7.66), ('sky', 7.76)]"
191,5.119999999999999,"[('perfectly', 7.28), ('lovely', 7.32), ('splendid', 7.86), ('great', 7.88), ('comedy', 7.98)]"
192,5.515714285714286,"[('respected', 7.18), ('best', 7.18), ('garden', 7.22), ('like', 7.22), ('sweet', 7.64)]"
193,5.39490909090909,"[('free', 7.96), ('loved', 7.96), ('laugh', 8.22), ('laughed', 8.26), ('love', 8.42)]"
194,6.296764705882352,"[('kissed', 7.84), ('beautiful', 7.92), ('delicious', 7.92), ('kissing', 7.94), ('love', 8.42)]"
195,5.3342857142857145,"[('passion', 7.3), ('merry', 7.56), ('great', 7.88), ('delicious', 7.92), ('happy', 8.3)]"
196,5.769142857142855,"[('success', 7.86), ('great', 7.88), ('rich', 7.98), ('love', 8.42), ('happiness', 8.44)]"
197,4.082142857142858,"[('evil', 1.9), ('grave', 2.56), ('lies', 2.62), ('arrests', 2.72), ('explosion', 2.94)]"
198,4.168857142857144,"[('fatal', 1.8), ('suffering', 2.22), ('destruction', 2.26), ('destroy', 2.52), ('error', 2.6)]"
199,4.843414634146342,"[('assassin', 1.48), ('evil', 1.9), ('robbery', 2.08), ('crimes', 2.14), ('poor', 2.32)]"
200,4.789259259259261,"[('worst', 2.1), ('crimes', 2.14), ('crime', 2.2), ('poor', 2.32), ('abandoned', 2.54)]"
201,5.489999999999999,"[('friends', 7.92), ('loving', 7.96), ('congratulating', 8.0), ('pleasure', 8.08), ('happy', 8.3)]"
202,5.604444444444444,"[('angels', 7.66), ('sun', 7.8), ('beautiful', 7.92), ('love', 8.42), ('happiness', 8.44)]"
203,4.980595238095238,"[('die', 1.74), ('fatal', 1.8), ('cruel', 1.84), ('sick', 2.02), ('suffer', 2.08)]"
204,5.340820895522392,"[('sunlight', 7.88), ('great', 7.88), ('smile', 8.1), ('laugh', 8.22), ('happiness', 8.44)]"
205,4.38,"[('death', 1.54), ('fatal', 1.8), ('failed', 1.84), ('fail', 1.96), ('agony', 2.16)]"
206,4.751343283582088,"[('death', 1.54), ('poverty', 1.98), ('hurt', 2.18), ('horrible', 2.24), ('betrayed', 2.57)]"
207,5.1190625,"[('rose', 7.32), ('triumph', 7.46), ('sweet', 7.64), ('mother', 7.68), ('sun', 7.8)]"
208,5.600833333333334,"[('mother', 7.68), ('smiles', 7.76), ('loved', 7.96), ('rich', 7.98), ('happy', 8.3)]"
209,4.759154929577467,"[('fatal', 1.8), ('annihilating', 2.04), ('suffers', 2.08), ('unhappy', 2.12), ('sobbing', 2.22)]"
210,4.683275862068966,"[('evil', 1.9), ('destitute', 1.98), ('criminal', 1.98), ('sick', 2.02), ('drowned', 2.16)]"
211,5.453548387096775,"[('kind', 7.24), ('life', 7.32), ('hope', 7.38), ('beautiful', 7.92), ('joy', 8.16)]"
212,5.433714285714287,"[('mother', 7.68), ('family', 7.72), ('romantic', 7.72), ('beautiful', 7.92), ('laugh', 8.22)]"
213,4.658437499999999,"[('terror', 1.76), ('worst', 2.1), ('waste', 2.7), ('terrible', 2.84), ('horror', 3.04)]"
214,4.517608695652174,"[('fear', 2.32), ('shot', 2.5), ('lie', 2.6), ('threatened', 2.62), ('embarrasses', 2.68)]"
