chapterno,score,words
1,4.697586206896551,"[('fond', 7.53), ('mother', 7.68), ('great', 7.88), ('beach', 7.94), ('laughed', 8.26)]"
2,4.620136986301368,"[('beach', 7.94), ('loved', 7.96), ('fun', 7.96), ('rainbow', 8.1), ('love', 8.42)]"
3,4.568441064638787,"[('died', 1.56), ('dying', 2.1), ('hell', 2.22), ('hate', 2.34), ('lie', 2.6)]"
