Rank,Word,Happiness_Score,Standard_Deviation
5113,noche,5.44,1.18
5623,noches,5.33,1.34
3702,nod,5.72,1.19
6189,node,5.2,1.49
5586,nog,5.34,1.14
7450,noi,4.94,1.02
9297,noise,3.74,1.31
,noises,3.74,1.31
,noisy,3.74,1.31
3016,nokia,5.9,1.37
7983,nom,4.8,1.37
6190,nombre,5.2,1.37
,nominate,6.18,1.21
,nominated,6.18,1.21
,nominating,6.18,1.21
2099,nomination,6.18,1.21
,nominations,6.18,1.21
8872,non,4.26,1.27
9230,none,3.84,1.49
7765,nonetheless,4.86,1.01
5876,nonprofit,5.28,1.94
9011,nonsense,4.12,1.6
,nonsensical,4.12,1.6
8340,nooit,4.67,1.48
3832,noon,5.7,1.31
,noonday,5.7,1.31
8430,noone,4.62,1.4
9201,nooo,3.88,1.38
9593,noose,3.32,2.22
,nooses,3.32,2.22
9012,nope,4.12,1.38
8855,nor,4.28,1.2
,norm,5.21,1.29
2720,normal,5.98,1.08
,normality,5.98,1.08
4812,normally,5.5,0.97
6803,norman,5.08,1.28
6184,norms,5.21,1.29
4705,north,5.52,1.22
3403,northeast,5.8,1.51
,northeastern,5.8,1.51
6149,northern,5.22,1.33
3833,northwest,5.7,1.2
,northwestern,5.7,1.2
8050,nos,4.78,0.93
4921,nose,5.48,1.23
9213,not,3.86,1.29
5216,note,5.42,0.99
3017,notebook,5.9,1.39
,notebooks,5.9,1.39
6804,noted,5.08,1.01
4616,notes,5.54,1.15
9371,nothin,3.64,1.65
9191,nothing,3.9,1.28
9285,nothings,3.76,1.77
6428,notice,5.16,1.5
5587,noticed,5.34,1.42
,notices,5.34,1.42
,noticing,5.16,1.5
7451,noting,4.94,1.25
6349,notion,5.18,1.32
5055,notions,5.46,1.13
8711,notwithstanding,4.42,1.44
7452,nou,4.94,1.13
7727,nous,4.88,1.16
5114,nov,5.44,1.25
5771,nova,5.3,1.64
992,novel,6.68,1.46
1455,novelist,6.42,1.73
,novelists,6.42,1.73
811,novels,6.8,1.69
2323,november,6.1,1.34
7272,novo,4.98,1.35
3018,now,5.9,1.37
5217,nowadays,5.42,1.46
8980,nowhere,4.16,1.27
7844,nt,4.84,0.68
7766,nu,4.86,0.88
9614,nuclear,3.28,1.78
5397,nucleus,5.38,1.46
5484,nude,5.36,1.97
5485,nuestro,5.36,1.32
3925,nuevo,5.68,1.17
7365,nuff,4.96,1.35
8271,nuh,4.7,1.39
9035,numb,4.1,1.63
,numbed,4.1,1.63
5772,number,5.3,0.93
2505,numbers,6.04,1.14
,numbing,4.1,1.63
,numbs,4.1,1.63
2385,numerous,6.08,1.19
6986,nun,5.04,1.54
8467,nunca,4.6,1.03
8051,nur,4.78,1.04
2034,nurse,6.2,1.26
2285,nurses,6.1,1.92
2262,nursing,6.12,1.47
3163,nut,5.86,1.5
8639,nuthin,4.48,1.47
3164,nuts,5.86,1.63
8357,nuttin,4.66,1.38
7273,nw,4.98,1.02
7366,nxt,4.96,0.97
4617,ny,5.54,1.67
8272,nya,4.7,0.74
2721,nyc,5.98,1.58
7546,nye,4.92,1.05
6604,nyt,5.12,1.47
6892,nyu,5.06,1.11
7367,o,4.96,0.83
7845,o_o,4.84,1.15
2100,oak,6.18,1.47
5319,oakland,5.4,1.39
2872,obama,5.94,2.16
4013,obama's,5.66,2.25
5320,obedience,5.4,1.62
,obedient,5.4,1.62
6705,obey,5.1,1.88
,obeyed,5.1,1.88
,obeys,5.1,1.88
,obituaries,2.82,1.7
9868,obituary,2.82,1.7
5022,object,5.46,1.03
8952,objection,4.18,1.47
,objections,4.18,1.47
3784,objective,5.7,1.43
2566,objectives,6.02,1.24
6246,objects,5.2,1.41
8468,obligation,4.6,1.41
8234,obligations,4.71,1.61
,oblige,4.9,1.43
7627,obliged,4.9,1.43
6704,o'brien,5.1,1.09
1779,observation,6.29,1.32
3165,observations,5.86,1.07
1832,observe,6.27,1.37
3662,observed,5.74,1.03
3834,observer,5.7,1.09
,observers,5.7,1.09
,observing,5.74,1.03
9528,obsessed,3.42,1.47
9298,obsession,3.74,1.12
,obsessions,3.74,1.12
,obsessive,3.42,1.47
3166,obtain,5.86,1.34
1613,obtained,6.36,1.21
3355,obtaining,5.81,1.36
4123,obvious,5.64,1.08
4618,obviously,5.54,1.27
1859,occasion,6.26,1.17
4299,occasional,5.6,1.44
6805,occasionally,5.08,1.48
2101,occasions,6.18,1.51
3441,occupation,5.8,1.58
,occupations,5.8,1.58
6987,occupied,5.04,1.34
4014,occupy,5.66,1.56
6429,occur,5.16,1.23
5588,occurred,5.34,1.02
4751,occurrence,5.51,1.34
,occurrences,5.51,1.34
3955,occurring,5.67,0.92
4338,occurs,5.59,1.12
634,ocean,6.96,1.71
,oceanic,6.96,1.71
442,oceans,7.16,1.62
8484,och,4.59,1.1
6350,o'connor,5.18,1.16
4217,oct,5.62,1.44
3086,october,5.88,1.42
8358,odd,4.66,1.65
7180,odds,5,1.12
8570,oder,4.54,1.27
7453,of,4.94,0.77
9104,off,4.02,1.3
9421,offense,3.56,1.53
,offenses,3.56,1.53
9759,offensive,3.02,1.56
,offensively,3.02,1.56
1079,offer,6.62,1.03
2213,offered,6.14,1.4
1707,offering,6.32,1.65
,offerings,6.32,1.65
1345,offers,6.48,1.55
6605,office,5.12,1.62
6150,officer,5.22,1.64
7274,officers,4.98,1.67
7181,offices,5,1.44
5398,official,5.38,1.03
6988,officially,5.04,1.28
8095,officials,4.76,1.36
9231,offline,3.84,1.08
8213,offset,4.72,1.2
3926,often,5.68,1.42
7767,og,4.86,1.18
7275,ogni,4.98,1.12
7846,oh,4.84,1.08
8052,ohh,4.78,1.34
6806,ohhh,5.08,1.96
5589,ohhhh,5.34,1.97
6151,ohio,5.22,1.42
7454,ohne,4.94,1.08
7768,oi,4.86,1.54
7699,oil,4.88,1.64
7501,ojos,4.94,1.87
2873,ok,5.94,1.73
1193,okay,6.56,1.31
4922,oklahoma,5.48,1.43
8654,ol,4.46,1.34
8431,ol',4.62,1.6
9138,old,3.98,1.76
8166,older,4.74,1.78
8316,oldest,4.68,1.65
4923,ole,5.48,1.33
2643,olive,6,1.14
6059,oliver,5.24,1.14
7984,olvidar,4.8,1.18
1808,olympic,6.28,1.57
578,olympics,7.02,1.35
5218,om,5.42,1.62
8595,omfg,4.52,2.07
6706,omg,5.1,1.72
,omit,3.92,1.21
,omits,3.92,1.21
9174,omitted,3.92,1.21
,omitting,3.92,1.21
4509,on,5.56,1.07
7455,once,4.94,1.32
5321,one,5.4,1.59
7179,o'neill,5,1.16
6430,ones,5.16,0.82
5773,one's,5.3,0.74
7985,one-time,4.8,1.21
6893,one-year,5.06,0.89
929,online,6.72,1.28
7547,only,4.92,1.16
7276,ons,4.98,1.35
6936,onset,5.04,1.38
6518,onto,5.14,0.86
7769,oo,4.86,1.36
3248,ooh,5.84,1.82
7628,ook,4.9,1.46
6807,ooo,5.08,1.45
2874,oooh,5.94,1.72
4015,oooo,5.66,2.01
1879,ooooh,6.24,1.94
3617,oooooh,5.76,1.55
9312,oops,3.72,1.49
8317,op,4.68,0.74
7368,op-ed,4.96,1.29
2324,open,6.1,1.36
2644,opened,6,1.23
2035,opening,6.2,0.93
,openings,6.2,0.93
2941,opens,5.92,1.28
4510,opera,5.56,1.76
,operas,5.56,1.76
8167,operate,4.74,1.7
6519,operated,5.14,1.31
4924,operates,5.48,1.23
5115,operating,5.44,1.42
9313,operation,3.72,1.6
8774,operations,4.36,1.77
4409,operative,5.58,1.7
7700,operator,4.88,1.57
3326,opinion,5.82,1.34
3776,opinions,5.71,1.54
9192,opponent,3.9,1.54
9473,opponents,3.48,1.09
206,opportunities,7.46,1.09
459,opportunity,7.14,1.71
9252,oppose,3.82,1.44
9594,opposed,3.32,1.41
8735,opposite,4.4,1.41
9474,opposition,3.48,1.23
,oppositional,3.48,1.23
,oppositions,3.48,1.23
5219,oprah,5.42,2.05
3495,optical,5.78,1.13
188,optimistic,7.5,1.31
2875,option,5.94,1.39
1916,options,6.24,0.94
7277,or,4.98,0.82
5877,ora,5.28,0.86
3249,oral,5.84,1.82
1230,orange,6.54,1.86
930,orchestra,6.72,1.37
,orchestral,6.72,1.37
,orchestras,6.72,1.37
6152,order,5.22,1.23
7369,ordered,4.96,1.43
8888,orders,4.24,1.48
7094,ordinary,5.02,1.13
6351,ore,5.18,1.24
2645,oregon,6,1.18
5023,organ,5.46,1.66
1708,organic,6.32,1.63
4061,organisation,5.65,1.58
3087,organism,5.88,1.21
4218,organisms,5.62,1.28
2722,organization,5.98,1.13
3195,organizational,5.86,1.26
4511,organizations,5.56,1.13
1080,organized,6.62,1.24
3927,organs,5.68,1.45
3663,orientation,5.74,1.31
,orientations,5.74,1.31
4124,oriented,5.64,1.32
4167,origin,5.63,1.17
1614,original,6.36,1.44
2723,originally,5.98,1.13
5346,origins,5.4,1.51
2942,orlando,5.92,1.41
5590,orleans,5.34,1.26
7986,orthodox,4.8,1.36
7095,os,5.02,0.98
2325,oscar,6.1,1.78
7917,ot,4.82,1.1
6989,other,5.04,1.05
6153,others,5.22,0.95
8168,otherwise,4.74,0.83
7182,otra,5,0.83
7945,otro,4.81,0.89
7770,ou,4.86,0.97
9819,ouch,2.9,1.67
8096,ought,4.76,1.25
8097,oughta,4.76,1.29
5591,ounce,5.34,0.96
2386,our,6.08,1.07
2724,ours,5.98,1.44
,ourself,5.98,1.33
2725,ourselves,5.98,1.33
8432,out,4.62,1.05
10179,outbreak,2.46,1.3
,outbreaks,2.46,1.3
4300,outcome,5.6,1.14
2239,outcomes,6.12,1.44
9351,outdated,3.66,1.17
662,outdoor,6.94,1.24
611,outdoors,6.98,1.7
4706,outer,5.52,1.25
3579,outfit,5.76,1.61
,outfits,5.76,1.61
,outlandish,4.92,1.54
8873,outlaw,4.26,1.7
,outlaws,4.26,1.7
2447,outlets,6.06,1.04
3353,outline,5.82,1.27
,outlines,5.82,1.27
3088,outlook,5.88,1.19
,outlooks,5.88,1.19
3196,output,5.86,1.38
,outputs,5.86,1.38
7370,outro,4.96,1.31
3404,outside,5.8,1.68
8615,outst,4.5,1.15
47,outstanding,7.92,1.14
8539,outta,4.56,1.13
4654,outward,5.53,1.44
6990,ova,5.04,1.31
2387,oven,6.08,1.37
,ovens,6.08,1.37
7918,over,4.82,1.48
5116,overall,5.44,1.21
,overcame,6.54,1.67
8318,overcast,4.68,1.66
1231,overcome,6.54,1.67
,overcomes,6.54,1.67
,overcoming,6.54,1.67
4410,overnight,5.58,1.21
2448,overseas,6.06,1.53
5399,overtime,5.38,1.95
5486,overview,5.36,1.44
,overviews,5.36,1.44
9265,ow,3.8,1.37
9441,owe,3.54,1.51
8874,owing,4.26,1.95
3327,owl,5.82,1.86
,owls,5.82,1.86
2159,own,6.16,1.92
4125,owned,5.64,1.78
2326,owner,6.1,1.54
3664,owners,5.74,1.31
1555,ownership,6.38,1.41
2646,owns,6,1.29
3580,oxford,5.76,1.36
875,oxygen,6.76,1.42
5487,oz,5.36,1.51
6894,p,5.06,0.74
5670,pa,5.32,1.65
6352,pac,5.18,1.41
4126,pace,5.64,1.03
,paces,5.64,1.03
2160,pacific,6.16,1.18
5592,pack,5.34,1.27
1986,package,6.22,1.47
,packages,6.22,1.47
5878,packed,5.28,1.16
5879,packing,5.28,1.53
6520,pad,5.14,1.32
4219,page,5.62,0.97
4220,pages,5.62,0.99
460,paid,7.14,1.71
10095,pain,2.1,1.28
10088,painful,2.12,1.45
,painfully,2.12,1.45
,painfulness,2.12,1.45
1763,paint,6.3,1.07
1764,painted,6.3,0.99
1556,painter,6.38,1.05
839,painting,6.78,1.17
689,paintings,6.9,1.59
,paints,6.3,1.07
3328,pair,5.82,1.19
2726,pairs,5.98,1.17
9165,pakistan,3.94,1.15
370,pal,7.24,1.27
6154,palabras,5.22,1.18
993,palace,6.68,1.65
,palaces,6.68,1.65
9266,pale,3.8,1.09
8433,palestinian,4.62,1.6
8616,palestinians,4.5,1.2
8981,palin,4.16,2.15
4925,palm,5.48,1.33
5671,palmer,5.32,1.02
,palms,5.48,1.33
4619,pamela,5.54,0.86
4512,pan,5.56,0.84
,pancake,6.96,1.21
635,pancakes,6.96,1.21
10180,pandemic,1.6,1.01
,pandemics,1.6,1.01
5880,pandora,5.28,1.58
4620,panel,5.54,1.28
10012,panic,2.46,1.34
,panicked,2.46,1.34
,panicking,2.46,1.34
,panics,2.46,1.34
1456,panties,6.42,1.94
2943,pants,5.92,1.14
863,papa,6.76,1.93
3405,paper,5.8,1.2
1346,paperbacks,6.48,1.81
5982,papers,5.26,1.31
4707,papi,5.52,1.39
7183,par,5,1.21
6808,para,5.08,0.94
1709,parade,6.32,1.93
48,paradise,7.92,1.4
3867,paragraph,5.69,1.28
4339,parallel,5.59,1.08
5881,parameter,5.28,1.21
7096,parameters,5.02,1.32
9465,paranoid,3.5,1.84
3406,pardon,5.8,1.63
555,parent,7.04,1.29
270,parents,7.36,1.51
734,paris,6.86,1.67
5437,parish,5.37,1.7
518,park,7.08,1.35
4708,parker,5.52,1.03
7097,parking,5.02,1.44
461,parks,7.14,1.57
4016,parkway,5.66,1.17
7278,parliament,4.98,1.29
6060,parliamentary,5.24,1.59
7279,part,4.98,1.13
7867,partial,4.84,1.36
6061,partially,5.24,1.3
2647,participants,6,1.03
1505,participate,6.4,1.26
1987,participation,6.22,1.15
4655,particle,5.53,0.94
4926,particles,5.48,1.16
4621,particular,5.54,1.13
5024,particularly,5.46,1.27
231,parties,7.42,1.44
5672,partly,5.32,1.17
961,partner,6.7,1.25
475,partners,7.12,1.44
1457,partnership,6.42,1.44
6062,parts,5.24,1.12
148,party,7.58,1.46
1458,party's,6.42,1.63
6606,pas,5.12,1.15
5220,pasa,5.42,1.16
8294,pasar,4.68,1.09
7280,paso,4.98,1.19
3019,pass,5.9,1.43
4513,passage,5.56,1.15
3496,passages,5.78,1.23
4017,passed,5.66,2.06
3738,passenger,5.72,1.07
3739,passengers,5.72,1.05
5117,passes,5.44,1.49
5118,passing,5.44,1.74
313,passion,7.3,1.47
371,passionate,7.24,1.08
8012,passive,4.8,1.77
4514,password,5.56,1.15
8434,past,4.62,1.6
735,pasta,6.86,1.41
4813,pastor,5.5,1.84
4301,pat,5.6,0.99
7987,pataki,4.8,1.23
5774,patch,5.3,1.04
4302,patent,5.6,1.62
3250,patents,5.84,1.06
3329,path,5.82,1.16
9885,pathetic,2.76,1.29
1615,patience,6.36,1.66
6991,patient,5.04,2.01
2263,patiently,6.12,1.51
9352,patients,3.66,1.41
8319,patient's,4.68,1.58
4814,patricia,5.5,0.99
4709,patrick,5.52,1.22
5488,pattern,5.36,1.77
2944,patterns,5.92,1.07
6247,pattinson,5.2,1.03
5119,paul,5.44,1.21
5322,paula,5.4,1.34
6641,pause,5.1,1.19
4560,pavement,5.55,1.17
5775,pay,5.3,2.32
7184,paying,5,1.88
8273,payment,4.7,2
3581,payments,5.76,2.14
1232,pays,6.54,1.74
3167,pc,5.86,1.43
7988,pe,4.8,0.76
62,peace,7.86,1.34
189,peaceful,7.5,1.09
172,peacefully,7.52,1.05
3020,peak,5.9,1.59
2449,peanut,6.06,1.33
535,pearl,7.06,1.42
854,pearls,6.77,1.7
4710,peas,5.52,1.83
7581,peasant,4.92,1.99
8435,peasants,4.62,1.61
7185,peculiar,5,1.71
8994,pee,4.14,1.53
6248,peel,5.2,1.4
4411,peep,5.58,1.18
5673,peeps,5.32,1.58
5776,peggy,5.3,1.05
7371,pelo,4.96,0.9
3740,pen,5.72,1.09
8053,pena,4.78,1.31
9924,penalties,2.66,1.08
9849,penalty,2.84,1.31
8571,pending,4.54,1.27
6353,penis,5.18,1.96
5221,penn,5.42,1.29
4127,pennsylvania,5.64,1.65
1988,penny,6.22,1.71
7186,pensar,5,1.51
2036,pension,6.2,2
7098,pentagon,5.02,1.61
2161,people,6.16,1.58
3330,peoples,5.82,1.37
4018,people's,5.66,1.04
4927,pepper,5.48,1.49
7187,per,5,0.57
3407,perceive,5.8,1.28
4303,perceived,5.6,1.39
5593,percent,5.34,0.92
6249,percentage,5.2,0.81
3618,perception,5.76,1.25
8235,perder,4.71,1.26
232,perfect,7.42,1.72
,perfected,7.42,1.72
,perfecting,7.42,1.72
413,perfection,7.2,1.63
335,perfectly,7.28,1.59
1347,perform,6.48,1.23
897,performance,6.74,1.34
1081,performances,6.62,1.37
1616,performed,6.36,1.47
812,performers,6.8,1.26
1313,performing,6.5,1.31
1082,perfume,6.62,1.61
7372,perhaps,4.96,1.34
8214,period,4.72,1.43
8942,periods,4.2,1.65
4168,peripheral,5.63,1.35
3928,permanent,5.68,1.48
6431,permission,5.16,1.56
3021,permit,5.9,0.97
3582,permitted,5.76,1.64
7373,pero,4.96,0.7
5983,perry,5.26,1.03
6063,persian,5.24,1.65
4622,person,5.54,1.15
2450,personal,6.06,1.22
1028,personality,6.66,1.52
3022,personally,5.9,1.07
5400,personnel,5.38,1.1
2180,persons,6.14,1.27
2506,perspective,6.04,1.03
3929,perspectives,5.68,1.43
3741,persuade,5.72,1.16
519,pet,7.08,1.7
6354,pete,5.18,1.55
5222,peter,5.42,1.05
8006,petition,4.8,1.58
8856,petroleum,4.28,1.63
393,pets,7.22,1.53
6286,ph,5.18,1.17
7099,phantom,5.02,1.61
6895,phase,5.06,0.98
4062,phases,5.65,1.09
6707,phat,5.1,1.62
2037,phd,6.2,1.51
3197,phenomena,5.86,1.61
1270,phenomenon,6.52,1.18
5594,phil,5.34,1.12
3742,philadelphia,5.72,1.31
3089,philharmonic,5.88,1.57
5984,philip,5.26,1.05
4019,phillips,5.66,1.22
5025,philly,5.46,1.55
,philosopher,5.82,1.75
3331,philosophers,5.82,1.75
,philosophic,5.82,1.75
2102,philosophical,6.18,1.38
,philosophically,5.82,1.75
1416,philosophy,6.44,1.31
2876,phoenix,5.94,1.61
1417,phone,6.44,1.43
2038,phones,6.2,1.43
9555,phony,3.36,1.91
710,photo,6.88,1.39
,photogenic,7.48,0.97
636,photograph,6.96,1.56
1049,photographer,6.64,1.29
736,photographs,6.86,1.5
612,photography,6.98,1.49
663,photos,6.94,1.17
2451,photoshop,6.06,1.53
5120,phrase,5.44,0.84
6355,phyllis,5.18,1.16
3090,physical,5.88,1.22
5595,physician,5.34,1.84
6250,physicians,5.2,1.65
4928,physics,5.48,1.8
3930,physiological,5.68,1.45
,physiologically,5.68,1.45
,physiology,5.68,1.45
994,pianist,6.68,1.41
664,piano,6.94,1.27
2727,pic,5.98,1.17
4304,pick,5.6,0.97
2388,picked,6.08,1.21
4929,picking,5.48,0.95
5323,picks,5.4,1.36
1506,pics,6.4,1.36
1050,picture,6.64,1.31
536,pictures,7.06,1.32
840,pie,6.78,1.72
5985,piece,5.26,1.07
8098,pieces,4.76,1.27
7281,piel,4.98,1.36
7801,pienso,4.86,1.08
813,pies,6.8,1.37
8099,pig,4.76,2.1
8436,pigs,4.62,2.03
8359,pile,4.66,0.89
8605,pill,4.51,1.65
711,pillow,6.88,1.22
,pillowed,6.88,1.22
,pillows,6.88,1.22
9036,pills,4.1,1.61
2648,pilot,6,1.07
3408,pilots,5.8,1.43
9304,pimp,3.73,2.16
,pimped,3.73,2.16
8857,pimpin,4.28,2.16
,pimping,3.73,2.16
9622,pimps,3.24,2.05
6708,pin,5.1,0.89
1710,pink,6.32,1.2
1809,pioneer,6.28,1.53
,pioneered,6.28,1.53
,pioneering,6.28,1.53
,pioneers,6.28,1.53
4656,pipe,5.53,1.39
8572,pirate,4.54,2.21
8995,pirates,4.14,2.12
9422,piss,3.56,1.73
9988,pissed,2.54,1.33
9398,pistol,3.59,1.9
8834,pit,4.3,1.02
4221,pitch,5.62,1.35
6251,pitcher,5.2,1.25
5401,pitching,5.38,1.43
6521,pittsburgh,5.14,1.39
9710,pity,3.1,1.31
443,pizza,7.16,1.33
4515,place,5.56,1.2
5777,placed,5.3,1.56
2214,places,6.14,1.16
3835,placing,5.7,1.13
7188,plain,5,1.44
4711,plains,5.52,1.43
8749,plaintiff,4.38,1.4
2215,plan,6.14,1.28
1765,plane,6.3,1.63
3023,planes,5.9,1.68
1271,planet,6.52,1.55
2728,planned,5.98,1.27
2162,planning,6.16,1.46
2039,plans,6.2,1.01
898,plant,6.74,1.35
494,plants,7.1,1.3
3497,plasma,5.78,1.56
8655,plastic,4.46,1.28
3743,plate,5.72,1.07
3498,plates,5.78,1.33
6432,platform,5.16,1.43
745,platinum,6.86,1.85
350,play,7.26,1.23
4516,playa,5.56,1.79
5823,playas,5.29,1.78
1557,played,6.38,1.43
2877,player,5.94,1.62
2793,players,5.96,1.62
1507,playin,6.4,1.81
462,playing,7.14,1.47
2103,playlist,6.18,1.61
3931,playoff,5.68,1.42
4020,playoffs,5.66,1.7
931,plays,6.72,1.58
1810,plaza,6.28,1.03
9053,plea,4.08,1.23
9345,plead,3.67,1.41
9232,pleaded,3.84,1.38
,pleading,3.84,1.38
,pleadingly,3.84,1.38
196,pleasant,7.48,1.22
,pleasantest,7.48,1.22
,pleasantries,7.48,1.22
,pleasantry,7.48,1.22
1617,please,6.36,1.68
240,pleased,7.4,1.16
,pleases,7.4,1.16
,pleasing,7.4,1.16
,pleasingly,7.4,1.16
,pleasurable,8.08,0.97
15,pleasure,8.08,0.97
,pleasured,8.08,0.97
,pleasures,8.08,0.97
,pleasuring,8.08,0.97
613,plenty,6.98,1.22
5986,plot,5.26,1.38
6809,pls,5.08,1.69
6356,plug,5.18,1.02
864,plus,6.76,1.49
5674,plz,5.32,1.89
4712,pm,5.52,1.34
8402,po,4.64,1.31
3836,pocket,5.7,1.04
3047,pockets,5.9,1.42
6252,poco,5.2,1.37
3409,podcast,5.8,1.34
6896,poder,5.06,1.25
1272,poem,6.52,1.58
1348,poems,6.48,1.57
1273,poet,6.52,1.07
1880,poetic,6.24,1.8
1508,poetry,6.4,1.91
1393,poets,6.46,1.65
6522,poi,5.14,1.32
5223,point,5.42,0.91
7629,pointed,4.9,1.05
6433,pointing,5.16,1.23
2507,points,6.04,1.47
10132,poison,1.94,1.15
3499,poker,5.78,1.61
3091,poland,5.88,1.33
4815,pole,5.5,1.2
8512,police,4.58,1.85
6607,policies,5.12,1.64
8169,policy,4.74,1.44
2163,polish,6.16,1.39
9013,political,4.12,1.52
8943,politically,4.2,1.37
9575,politicians,3.34,1.14
8656,politics,4.46,1.76
4222,poll,5.62,1.34
5224,polls,5.42,1.28
10083,pollution,2.16,1.18
,pompous,3.82,1.79
,pompously,3.82,1.79
,pompousness,3.82,1.79
6064,pon,5.24,1.41
1036,pony,6.65,1.41
841,pool,6.78,1.46
9510,poop,3.44,1.72
10050,poor,2.32,1.28
,poorer,2.17,1.28
,poorest,2.02,1.28
9442,poor's,3.54,1.42
2729,pop,5.98,1.24
865,popcorn,6.76,1.82
4305,pope,5.6,1.56
7456,popped,4.94,1.49
6065,poppin,5.24,1.88
3500,pops,5.78,1.71
1119,popular,6.6,1.21
764,popularity,6.84,1.57
6434,population,5.16,1.36
6642,populations,5.1,1.4
8100,por,4.76,1.02
2532,porch,6.02,1.6
7282,pork,4.98,1.86
8963,porn,4.18,2.43
7100,porque,5.02,1.02
5489,port,5.36,1.44
2878,portfolio,5.94,1.43
4930,portion,5.48,1.52
4128,portions,5.64,1.26
3932,portland,5.68,1.2
1459,portrait,6.42,1.37
3703,pose,5.72,1.19
3168,position,5.86,1.12
4713,positions,5.52,1.28
71,positive,7.8,1.25
5882,posse,5.28,1.28
5121,possess,5.44,1.59
8184,possessed,4.73,1.91
5490,possession,5.36,1.99
1009,possibilities,6.67,1.48
1509,possibility,6.4,1.25
1917,possible,6.24,1.6
3501,possibly,5.78,1.2
4931,post,5.48,1.09
4623,posted,5.54,1.13
3251,poster,5.84,1.13
6463,posterior,5.15,1.44
4714,posting,5.52,1.09
5675,posts,5.32,1.11
4412,pot,5.58,1.53
1233,potato,6.54,0.93
1349,potatoes,6.48,1.15
995,potential,6.68,1.08
2794,potentially,5.96,1.51
3169,potter,5.86,1.8
7283,pound,4.98,1.71
8889,pounding,4.24,2.03
5778,pounds,5.3,1.82
6357,pour,5.18,1.32
5987,pouring,5.26,1.58
10127,poverty,1.98,1.12
8944,pow,4.2,1.36
3665,powder,5.74,1.26
4932,powell,5.48,1.16
996,power,6.68,1.49
520,powerful,7.08,1.54
,powerfully,7.08,1.54
1029,powers,6.66,1.32
7315,pp,4.98,1.28
4624,ppl,5.54,1.33
8320,pq,4.68,1.17
7101,pr,5.02,0.96
7630,pra,4.9,0.86
1918,practical,6.24,1.29
,practicality,6.24,1.29
2327,practically,6.1,1.23
3410,practice,5.8,1.34
4021,practices,5.66,1.32
173,praise,7.52,1.47
595,praised,7,1.39
1083,pray,6.62,1.97
1618,prayed,6.36,1.66
1350,prayer,6.48,2.21
675,prayers,6.92,1.85
637,praying,6.96,1.75
,prays,6.62,1.97
6523,pre,5.14,1.01
7032,preach,5.02,1.92
,preached,5.28,2.12
5883,preacher,5.28,2.12
,preachers,5.28,2.12
,preaching,5.28,2.12
5706,preceding,5.31,0.99
281,precious,7.34,1.52
,preciously,7.34,1.52
2328,precise,6.1,1.56
2747,precisely,5.98,1.28
9278,predeceased,3.78,1.62
,predestined,5.96,1.46
,predestiny,5.96,1.46
,predict,5.48,1.23
4933,predicted,5.48,1.23
,predicting,5.48,1.23
,predicts,5.48,1.23
4816,preface,5.5,1.34
1274,prefer,6.52,1.03
,preferably,6.58,0.95
2130,preference,6.17,1
1158,preferred,6.58,0.95
,preferring,6.52,1.03
,prefers,6.52,1.03
,pregnancies,6.02,2.25
2567,pregnancy,6.02,2.25
1989,pregnant,6.22,2.08
9717,prejudice,3.08,1.79
,prejudiced,3.08,1.79
,prejudicial,3.08,1.79
5988,preliminary,5.26,1.1
2040,premier,6.2,1.05
1234,premiere,6.54,1.51
2164,premium,6.16,1.45
4817,prep,5.5,1.36
2452,preparation,6.06,1.36
2879,preparations,5.94,1.41
4022,prepare,5.66,1.48
899,prepared,6.74,1.07
3583,preparing,5.76,1.41
,preposterous,4.12,1.6
,preposterously,4.12,1.6
,preposterousness,4.12,1.6
7284,pres,4.98,1.1
6992,presbyterian,5.04,1.48
5818,prescribed,5.29,1.62
2568,presence,6.02,1.06
638,present,6.96,1.28
5225,presentation,5.42,1.58
3666,presented,5.74,0.99
2795,presently,5.96,1.26
414,presents,7.2,1.46
1194,preservation,6.56,1.25
,preservations,6.56,1.25
1558,preserve,6.38,1.5
2286,preserved,6.1,1.4
,preserves,6.38,1.5
,preserving,6.38,1.5
,presidencies,5.56,1.79
4517,presidency,5.56,1.79
3170,president,5.86,2.11
2880,presidential,5.94,1.52
4129,presidents,5.64,1.57
5779,president's,5.3,1.52
5491,press,5.36,1.22
8437,pressed,4.62,1.31
9353,pressure,3.66,1.55
9469,pressures,3.49,1.76
5676,presumably,5.32,1.15
,presume,5.32,1.15
,presumed,5.32,1.15
,presumes,5.32,1.15
8469,pretax,4.6,1.46
8403,pretend,4.64,1.27
,pretended,4.64,1.27
7582,pretending,4.92,1.57
,pretends,4.64,1.27
295,pretty,7.32,1.7
796,prevail,6.82,1.73
6435,prevent,5.16,1.8
3837,prevented,5.7,1.62
,preventing,5.16,1.8
2508,prevention,6.04,1.23
,prevents,5.16,1.8
3584,preview,5.76,1.02
,previewed,5.76,1.02
,previews,5.76,1.02
7701,previous,4.88,0.85
8596,previously,4.52,1.33
8964,prey,4.18,2
,preyed,4.18,2
7189,price,5,1.4
7190,priced,5,1.26
8750,prices,4.38,1.6
1235,pride,6.54,1.74
,prideful,6.54,1.74
,pridefully,6.54,1.74
,pridefulness,6.54,1.74
4306,priest,5.6,1.7
4752,priests,5.51,2.01
5226,primarily,5.42,0.95
3092,primary,5.88,1.12
1380,prime,6.46,1.28
6897,primitive,5.06,1.54
